angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,Name,f_Name,RAJ2000,DEJ2000,SpT,T*,R*,Td1,Rd1,Tdt2,Rd2,Tau,Dist,f_Dist,IRS?,TYC,WISEA,Simbad
0.042764,221.1290110815166,-39.9890639079997,0.001,0.001,90,6102199477284607872,221.12888706377,0.0597,-39.98916663444,0.0461,7.3510,0.0678,-22.069,0.095,-23.859,0.093,0,4.08444e+06,2.37330e+03,9.160535,2.18813e+06,5.45851e+03,9.501204,2.68366e+06,4.34351e+03,8.690102,0.811102,,,0,5782.00,,,1.72,2.984,221.129,-39.9890556,HD 129590,,14 44 30.96,-39 59 20.6,G3V,5930,1.61,100,13.1,60,36.62,123.68,132.62,,Y,TYC,WISEA,Simbad
0.435716,222.5402133184649,-62.5398212375284,0.001,0.001,0,5874349611165944832,222.54060784851,0.0278,-62.53977672846,0.0244,8.8077,0.0343,42.255,0.046,10.338,0.054,1,3.27639e+06,5.95060e+02,9.399876,1.71097e+06,1.43402e+03,9.768280,2.19813e+06,2.58371e+03,8.906788,0.861492,64.43,0.41,6,5708.00,0.4740,0.2397,1.32,1.676,222.5404583,-62.5397778,TYC9011-3733-1,,14 50 09.71,-62 32 23.2,:G4,5780,0.92,225,1.4,,,6.18,81.15,a,N,TYC,WISEA,Simbad
3.571481,222.5408321521191,-62.5407547849015,0.001,0.000,90,5874349611166314496,222.54083215212,0.5392,-62.54075478490,0.3099,,,,,,,0,2.87097e+03,6.32765e+01,17.043293,,,,,,,,,,0,,,,,,222.5404583,-62.5397778,TYC9011-3733-1,,14 50 09.71,-62 32 23.2,:G4,5780,0.92,225,1.4,,,6.18,81.15,a,N,TYC,WISEA,Simbad
8.480002,222.5354178438482,-62.5401602327723,0.044,0.020,0,5874349611142300800,222.53537026151,0.7890,-62.54019297402,1.1465,2.2672,1.4774,-5.096,1.281,-7.604,2.835,0,1.63111e+02,1.43396e+00,20.157156,1.33354e+02,2.34772e+01,20.038870,2.96004e+02,1.22610e+01,18.583677,1.455193,,,0,,,,,,222.5404583,-62.5397778,TYC9011-3733-1,,14 50 09.71,-62 32 23.2,:G4,5780,0.92,225,1.4,,,6.18,81.15,a,N,TYC,WISEA,Simbad
8.727539,222.5374494626292,-62.5417658532556,0.023,0.004,0,5874349611141243776,222.53744946263,4.3891,-62.54176585326,23.4743,,,,,,,0,9.95460e+01,1.62650e+00,20.693306,6.53998e+01,1.00066e+01,20.812447,2.62542e+02,4.79746e+01,18.713923,2.098524,,,0,,,,,,222.5404583,-62.5397778,TYC9011-3733-1,,14 50 09.71,-62 32 23.2,:G4,5780,0.92,225,1.4,,,6.18,81.15,a,N,TYC,WISEA,Simbad
9.041973,222.5401669448685,-62.5422858635775,0.005,0.005,90,5874349611140794368,222.54013642086,0.1912,-62.54229395251,0.1358,0.6590,0.2418,-3.269,0.328,-1.879,0.322,0,8.17211e+02,1.82322e+00,18.407530,3.48658e+02,8.59859e+00,18.995388,9.17665e+02,1.15682e+01,17.355210,1.640179,,,0,,,,,,222.5404583,-62.5397778,TYC9011-3733-1,,14 50 09.71,-62 32 23.2,:G4,5780,0.92,225,1.4,,,6.18,81.15,a,N,TYC,WISEA,Simbad
0.380432,222.5773432540734,-24.4277573144672,0.032,0.032,0,6229423284834725504,222.57719025603,0.9662,-24.42769700124,1.0511,12.3027,1.1081,-32.354,2.049,14.008,2.054,1,1.21095e+07,5.01447e+04,7.980547,6.23305e+06,8.49748e+04,8.364636,8.27824e+06,9.80664e+04,7.467074,0.897562,,,0,5420.79,1.4418,0.7620,2.05,3.259,222.57725,-24.4276944,HD 130693,,14 50 18.54,-24 25 39.7,G8IV,5660,0.76,65,13.5,,,6.22,33.0,a,N,TYC,WISEA,Simbad
0.353132,223.3459513975057,18.2354087031090,0.002,0.001,0,1236429004715336576,223.34614950712,0.0452,18.23526181622,0.0577,7.5565,0.0658,43.702,0.096,-34.116,0.127,0,1.84864e+07,7.23378e+03,7.521237,8.29052e+06,1.32568e+04,8.054934,1.41897e+07,2.91056e+04,6.881990,1.172944,1.36,0.16,5,4896.00,,,5.29,14.462,223.3460417,18.2353611,HD 131496,,14 53 23.05,+18 14 07.3,:K3,4940,4.35,70,50.4,,,0.16,110.01,,N,TYC,WISEA,Simbad
0.145456,223.3489990724099,19.1527811163177,0.014,0.013,90,1236929488664453376,223.34701242162,0.4760,19.15373085054,0.3822,87.9105,0.4728,-435.875,0.891,220.581,0.823,0,9.51015e+07,1.47957e+05,5.742897,4.48372e+07,1.89131e+05,6.222292,6.81282e+07,4.04607e+05,5.178604,1.043688,-25.08,2.50,6,5199.00,0.1865,0.0767,0.89,0.517,223.3490417,19.1527778,DE Boo,,14 53 23.77,+19 09 10.0,K0V,5520,0.74,300,0.5,,,3.64,11.51,,Y,TYC,WISEA,Simbad
0.280516,223.9362885977128,-33.8557803860231,0.006,0.004,90,6204869575281051776,223.93638605533,0.1640,-33.85578466068,0.1372,13.2090,0.1796,18.797,0.366,-0.993,0.264,0,1.45695e+08,3.37262e+05,5.279753,1.01839e+08,2.23396e+05,5.331600,6.28625e+07,1.46940e+05,5.265941,0.065659,,,0,9000.00,0.3115,0.1320,,,223.936375,-33.85575,HD 131625,,14 55 44.73,-33 51 20.7,A0V,8700,2.67,220,9.7,35,384.06,1.54,77.82,,Y,TYC,WISEA,Simbad
0.423386,223.9719240873417,-39.7289689362603,0.002,0.002,0,6198115099253734656,223.97178667540,0.0620,-39.72907089316,0.0587,7.4164,0.0812,-24.545,0.109,-23.680,0.114,0,3.72700e+06,2.23354e+03,9.259968,2.11536e+06,5.34785e+03,9.537928,2.28170e+06,4.85096e+03,8.866276,0.671652,8.06,8.16,2,6234.00,0.2063,0.0997,1.39,2.629,223.9717917,-39.7290278,TYC7824-2717-1,,14 55 53.23,-39 43 44.5,F5/F6V,6260,1.15,215,2.2,,,5.76,113.08,a,N,TYC,WISEA,Simbad
2.680050,224.0960027877871,49.6284489862655,0.002,0.002,0,1592338513445876608,224.09673971700,0.0636,49.62747709894,0.0744,39.6454,0.0840,110.867,0.115,-225.731,0.139,0,1.20617e+08,1.50218e+05,5.484843,6.72015e+07,1.18512e+05,5.782941,7.24324e+07,1.65420e+05,5.112087,0.670854,-15.53,0.18,22,6231.00,0.3517,0.1790,1.48,2.978,224.0965,49.6277778,HD 132254,,14 56 23.16,+49 37 40.0,F8-V,6270,1.42,140,6.6,,,0.17,25.1,,N,TYC,WISEA,Simbad
0.257468,224.2269487321339,-35.6954608934416,0.005,0.004,0,6202242567124829312,224.22682495661,0.0961,-35.69556828726,0.1115,7.4820,0.1985,-23.347,0.260,-24.943,0.298,0,1.34264e+07,7.56751e+03,7.868469,9.05065e+06,2.72528e+04,7.959689,6.33432e+06,8.50165e+03,7.757669,0.202019,,,0,8266.50,0.1830,0.0840,,,224.226875,-35.6955,HD 131835,b,14 56 54.45,-35 41 43.8,A2IV,7980,1.47,180,6.7,70,44.71,49.25,122.69,,Y,TYC,WISEA,Simbad
0.694747,225.2431074324694,-8.5189574770628,0.009,0.007,90,6332277920392457472,225.24284376185,0.2686,-8.51897319500,0.2382,8.3282,0.3343,-60.564,0.552,-3.651,0.457,0,2.15456e+08,9.21230e+05,4.854968,1.46880e+08,1.04235e+06,4.933985,9.29408e+07,1.28901e+06,4.841404,0.092581,,,0,8770.25,0.3958,0.1920,,,225.2429167,-8.5189167,del Lib,,15 00 58.30,-08 31 08.1,A0V,8370,3.96,40,403.3,,,0.46,90.0,,Y,TYC,WISEA,Simbad
2.721697,225.3748929926952,15.8688869249935,0.002,0.001,0,1186939608392079104,225.37535220664,0.0358,15.86786415826,0.0461,34.4421,0.0481,102.592,0.080,-237.546,0.102,0,5.93595e+06,3.41175e+03,8.754640,2.53352e+06,4.91731e+03,9.342079,4.74906e+06,6.20817e+03,8.070401,1.271678,-1.49,0.26,5,4736.55,0.0360,0.0160,0.72,0.234,225.3752083,15.8681944,HD 132950,,15 01 30.05,+15 52 05.5,K3V,4810,0.7,500,0.1,40,23.83,20.77,30.31,,Y,TYC,WISEA,Simbad
0.311306,225.8830390748911,-31.3762256284622,0.001,0.001,90,6205597451979686528,225.88290120639,0.0431,-31.37634114781,0.0334,5.8193,0.0479,-27.339,0.088,-26.830,0.079,0,1.41954e+07,4.42299e+03,7.807999,7.95553e+06,1.16815e+04,8.099715,8.80351e+06,1.74896e+04,7.400280,0.699435,,,0,6163.00,,,3.54,16.292,225.8829583,-31.3762778,HD 133075,,15 03 31.91,-31 22 34.6,F3IV,6150,3.1,120,18.9,,,0.65,151.51,,Y,TYC,WISEA,Simbad
0.057272,226.8122357530456,-29.5044821673473,0.002,0.001,90,6212050520082538880,226.81210004617,0.0576,-29.50460714794,0.0405,9.0326,0.0648,-27.432,0.106,-29.028,0.089,0,1.11747e+07,8.96408e+03,8.067777,6.91250e+06,1.49220e+04,8.252300,6.12959e+06,1.34828e+04,7.793341,0.458960,,,0,7148.87,0.5113,0.2625,1.51,5.334,226.81225,-29.5044722,HD 133803,,15 07 14.94,-29 30 16.1,A9V,6920,1.78,170,6.8,,,4.51,124.84,,Y,TYC,WISEA,Simbad
8.792666,226.8125727547733,-29.5020460000353,0.001,0.001,90,6212050520082943488,226.81257275477,1.4558,-29.50204600004,1.2566,,,,,,,0,1.51296e+02,2.16019e+00,20.238796,3.49825e+02,4.14631e+01,18.991762,3.05817e+02,3.04466e+01,18.548267,0.443495,,,0,,,,,,226.81225,-29.5044722,HD 133803,,15 07 14.94,-29 30 16.1,A9V,6920,1.78,170,6.8,,,4.51,124.84,,Y,TYC,WISEA,Simbad
0.348807,228.3665127310834,-33.1472792347240,0.002,0.002,90,6207388934376629504,228.36638966912,0.0645,-33.14739928296,0.0423,8.9034,0.0805,-23.931,0.118,-27.882,0.105,0,6.48171e+06,2.15834e+03,8.659141,3.78195e+06,6.05299e+03,8.907100,3.84861e+06,6.32851e+03,8.298661,0.608439,2.95,0.67,7,6416.45,0.2157,0.1097,1.44,3.165,228.3664167,-33.1473333,HD 134888,,15 13 27.94,-33 08 50.4,F4V,6480,1.12,200,2.7,75,19.6,14.95,89.92,,Y,TYC,WISEA,Simbad
0.303287,228.4599606080235,-40.4171966204527,0.001,0.001,90,6005159540254823808,228.45984164472,0.0296,-40.41729486949,0.0234,6.9491,0.0424,-21.036,0.078,-22.819,0.064,1,3.25081e+06,7.21307e+02,9.408385,1.81873e+06,1.93076e+03,9.701965,2.04582e+06,1.75434e+03,8.984753,0.717213,4.90,0.50,6,6025.10,0.4270,0.2120,1.49,2.627,228.459875,-40.41725,TYC7826-2474-1,,15 13 50.37,-40 25 02.1,G0V,6190,1.1,115,7.4,,,62.48,112.7,a,N,TYC,WISEA,Simbad
4.107079,228.4602860640692,-40.4183470907628,0.013,0.006,90,6005159540250863616,228.46028606407,13.4564,-40.41834709076,6.3933,,,,,,,0,1.20133e+03,7.93247e+00,17.989206,,,,,,,,,,0,,,,,,228.459875,-40.41725,TYC7826-2474-1,,15 13 50.37,-40 25 02.1,G0V,6190,1.1,115,7.4,,,62.48,112.7,a,N,TYC,WISEA,Simbad
9.814749,228.4588668045685,-40.4198660383189,0.002,0.002,90,6005159535958581248,228.45886859233,0.0518,-40.41987641658,0.0455,0.3961,0.1086,0.316,0.158,-2.410,0.147,0,4.98648e+03,3.60163e+00,16.443882,2.69927e+03,1.75732e+01,16.773272,3.50314e+03,1.53359e+01,15.900775,0.872497,,,0,5612.25,0.2490,0.1227,,,228.459875,-40.41725,TYC7826-2474-1,,15 13 50.37,-40 25 02.1,G0V,6190,1.1,115,7.4,,,62.48,112.7,a,N,TYC,WISEA,Simbad
2.438332,228.9965289360014,0.7963614233157,0.001,0.001,90,4419140645978987904,228.99729539740,0.0328,0.79577064384,0.0298,63.2318,0.0407,178.000,0.067,-137.214,0.063,0,3.98757e+07,1.54987e+04,6.686594,1.91861e+07,4.87826e+04,7.143921,2.85059e+07,5.82999e+04,6.124584,1.019337,-3.25,0.14,9,5308.00,,,0.76,0.412,228.9970833,0.7959722,HD 135599,,15 15 59.30,+00 47 45.5,K0V,5510,0.73,200,1.2,50,20.86,1.92,15.84,,Y,TYC,WISEA,Simbad
1.606976,229.3785365707699,-58.8012051144928,0.010,0.008,0,5877059048305044480,229.37773247541,0.3260,-58.80179300328,0.3288,35.1736,0.4253,-96.742,0.491,-136.541,0.621,1,4.85380e+08,1.15359e+06,3.973162,3.15768e+08,7.64022e+05,4.102967,2.06744e+08,3.14077e+05,3.973337,0.129631,,,0,8213.50,0.2560,0.1270,,,229.3783333,-58.8016389,bet Cir,,15 17 30.80,-58 48 05.9,A3V,8470,1.92,220,6.6,,,0.56,30.55,,Y,TYC,WISEA,Simbad
0.306583,229.7725813060817,-36.3622788421825,0.001,0.001,90,6199818655082933504,229.77245473738,0.0600,-36.36239070425,0.0320,7.6643,0.0616,-23.673,0.092,-25.981,0.069,0,3.77674e+06,2.30717e+03,9.245574,2.14054e+06,3.32962e+03,9.525081,2.31824e+06,3.41313e+03,8.849027,0.676054,3.36,1.15,2,6148.00,0.0465,0.0253,1.39,2.500,229.7725,-36.3623333,HD 135953,,15 19 05.40,-36 21 44.4,F5V,6310,1.34,65,29.4,,,8.65,133.15,,Y,TYC,WISEA,Simbad
0.106425,229.8617797234026,-7.7222752663268,0.001,0.001,90,6322070093095493504,229.85647250011,0.0457,-7.72269349545,0.0359,158.7492,0.0523,-1221.467,0.093,-97.129,0.079,0,3.24300e+06,3.57665e+03,9.410998,6.39964e+05,1.30252e+03,10.836000,3.96044e+06,8.12480e+03,8.267561,2.568439,,,0,3660.26,0.1700,0.1195,,,229.86175,-7.7222778,GJ 581,,15 19 26.82,-07 43 20.2,M5.0V,3250,0.33,120,0.5,25,13.3,1.81,6.21,,N,TYC,WISEA,Simbad
0.439094,230.1309122341006,-28.2871066083425,0.002,0.001,90,6213115122214516608,230.13078873451,0.0582,-28.28722971167,0.0400,8.7579,0.0693,-25.258,0.113,-28.592,0.090,1,2.60018e+07,8.79548e+03,7.150857,1.80659e+07,3.77503e+04,7.209239,1.16950e+07,2.81174e+04,7.091917,0.117322,,,0,8735.00,0.1543,0.0897,,,230.1307917,-28.2871667,HD 136246,,15 20 31.39,-28 17 13.8,A1V,8470,1.99,240,5.7,55,109.96,1.01,131.57,,Y,TYC,WISEA,Simbad
0.237380,230.5468958300667,-37.6356231580195,0.003,0.002,90,6007352550557348352,230.54679092144,0.1041,-37.63572320759,0.0540,6.7443,0.1099,-19.296,0.163,-23.237,0.122,0,4.22521e+07,1.70607e+04,6.623745,3.11714e+07,6.10931e+04,6.616998,1.68672e+07,4.99963e+04,6.694312,-0.077313,,,0,8562.50,0.0485,0.0230,,,230.5468333,-37.6356667,HD 136482,,15 22 11.24,-37 38 08.4,B8/B9V,10700,2.0,195,14.0,,,0.82,136.24,,Y,TYC,WISEA,Simbad
0.025089,231.3757077060970,-36.1994236526515,0.002,0.002,90,6013716695655007488,231.37558018702,0.0814,-36.19953639909,0.0495,7.7913,0.0673,-23.900,0.145,-26.186,0.103,0,1.70284e+07,7.06879e+03,7.610433,1.17225e+07,2.15013e+04,7.678834,7.78421e+06,1.43849e+04,7.533885,0.144949,,,0,8136.27,0.1700,0.0850,,,231.3757083,-36.1994167,HD 137119,,15 25 30.17,-36 11 57.9,A2V,8300,1.35,230,4.0,,,1.76,107.18,,Y,TYC,WISEA,Simbad
0.102090,233.0839064381162,-31.1427311550840,0.002,0.002,90,6208562250724337152,233.08379289395,0.1547,-31.14284119834,0.0505,10.3075,0.1865,-22.571,0.126,-25.558,0.116,0,7.49278e+06,6.56552e+03,8.501759,4.37863e+06,1.23158e+04,8.748042,4.39824e+06,1.39917e+04,8.153724,0.594318,,,0,6523.23,0.1320,0.0670,1.29,2.728,233.083875,-31.1427222,HD 138296,,15 32 20.13,-31 08 33.8,F2V,6490,1.9,120,12.9,,,0.22,142.65,,Y,TYC,WISEA,Simbad
8.308251,233.0862663046324,-31.1416557860263,0.004,0.004,90,6208562250724545408,233.08623956549,0.2039,-31.14165619192,0.1256,0.6163,0.2830,-5.315,0.263,-0.094,0.256,0,1.76235e+04,2.69052e+01,15.073138,9.02373e+03,7.71448e+01,15.462923,1.31186e+04,9.89978e+01,14.467199,0.995724,,,0,5308.50,0.9053,0.4480,,,233.083875,-31.1427222,HD 138296,,15 32 20.13,-31 08 33.8,F2V,6490,1.9,120,12.9,,,0.22,142.65,,Y,TYC,WISEA,Simbad
0.208601,233.2324224107794,31.3591525553294,0.017,0.015,0,1274286186493145728,233.23231852182,0.4070,31.35907787702,0.4248,13.8876,0.5106,-20.604,0.969,-17.345,1.096,1,1.36714e+08,6.72504e+06,5.348833,3.24449e+08,4.53653e+05,4.073521,1.61168e+08,4.62722e+05,4.243722,-0.170201,,,0,5095.63,,,,,233.232375,31.3591111,tet CrB,,15 32 55.77,+31 21 32.8,B6V,12550,3.78,115,104.9,,,0.151,115.07,,N,TYC,WISEA,Simbad
0.471652,233.5603366959368,-60.8079263596682,0.001,0.001,0,5827646171142817408,233.56012091343,0.0371,-60.80808030515,0.0293,8.1131,0.0441,-24.444,0.064,-35.755,0.071,1,2.59051e+07,8.01073e+03,7.154902,1.82853e+07,1.72022e+04,7.196133,1.13539e+07,1.40810e+04,7.124054,0.072079,,,0,8958.50,0.1640,0.0810,,,233.5601667,-60.8080278,TYC9022-1316-1,,15 34 14.44,-60 48 28.9,B9.2/A0V,8770,1.52,150,12.1,,,3.54,105.48,,N,TYC,WISEA,Simbad
8.430967,233.5625439871857,-60.8100625787660,0.008,0.006,90,5827646171142841216,233.56254398719,7.6864,-60.81006257877,6.1362,,,,,,,0,4.68806e+02,8.27263e+00,19.010881,,,,,,,,,,0,,,,,,233.5601667,-60.8080278,TYC9022-1316-1,,15 34 14.44,-60 48 28.9,B9.2/A0V,8770,1.52,150,12.1,,,3.54,105.48,,N,TYC,WISEA,Simbad
0.589485,233.6723934154910,26.7142804741135,0.009,0.003,90,1222646935701019904,233.67239341549,9.3116,26.71428047411,3.3723,,,,,,,0,1.15950e+06,6.93851e+04,10.527690,,,,,,,,,,0,,,,,,233.6722917,26.7144167,alf CrB,,15 34 41.35,+26 42 51.9,A1IV,8770,3.09,120,38.4,,,0.34,23.0,,Y,TYC,WISEA,Simbad
0.841625,233.6725244536899,26.7143097932844,0.001,0.001,0,1222646935698491776,233.67252445369,0.6132,26.71430979328,0.7309,,,,,,,1,4.23322e+04,1.31341e+05,14.121688,,,,,,,,,,0,,,,,,233.6722917,26.7144167,alf CrB,,15 34 41.35,+26 42 51.9,A1IV,8770,3.09,120,38.4,,,0.34,23.0,,Y,TYC,WISEA,Simbad
0.374671,233.8171071023586,-25.7341642058200,0.002,0.001,90,6237729751586459392,233.81702055445,0.0526,-25.73426557119,0.0419,7.2772,0.0569,-18.108,0.111,-23.543,0.096,0,2.28449e+07,9.16055e+03,7.291395,1.61662e+07,2.48237e+04,7.329871,1.00024e+07,2.03592e+04,7.261655,0.068215,,,0,8982.50,0.1917,0.1103,,,233.8170417,-25.73425,HD 138813,,15 35 16.09,-25 44 03.3,A0V,8660,2.07,170,12.5,85,50.17,22.67,150.83,,Y,TYC,WISEA,Simbad
4.684324,233.9856932593693,39.8311186611601,0.001,0.001,0,1389522392427772288,233.98317530859,0.0168,39.83133733306,0.0243,44.5057,0.0233,-449.100,0.037,50.782,0.055,0,2.12388e+07,3.92511e+03,7.370543,9.81870e+06,1.13897e+04,7.871253,1.58311e+07,2.80726e+04,6.763142,1.108111,-67.24,0.16,18,5048.80,0.3183,0.1670,0.89,0.463,233.984,39.8311667,HD 139323,,15 35 56.16,+39 49 52.2,K3V,5210,0.82,300,0.5,30,57.78,11.23,22.37,,Y,TYC,WISEA,Simbad
0.266248,234.0473480959377,-33.0928042017688,0.003,0.002,90,6015986534331026048,234.04724367075,0.0929,-33.09290611833,0.0740,7.4493,0.1205,-20.319,0.198,-23.671,0.154,0,6.07971e+07,3.82318e+04,6.228659,4.54041e+07,1.05240e+05,6.208650,2.41156e+07,4.88606e+04,6.306173,-0.097524,,,0,8604.75,0.0820,0.0360,,,234.0472917,-33.0928611,HR 5790,,15 36 11.35,-33 05 34.3,B8V,11000,1.79,275,6.6,,,1.17,106.49,,Y,TYC,WISEA,Simbad
0.755862,235.0481468044399,-70.2278833965708,0.001,0.001,0,5819811291755502976,235.04762531748,0.0292,-70.22812066052,0.0311,12.8065,0.0439,-40.972,0.051,-55.106,0.065,0,5.14188e+07,1.40232e+04,6.410560,3.59493e+07,4.69046e+04,6.462163,2.27233e+07,2.69395e+04,6.370743,0.091420,,,0,8895.50,0.1283,0.0677,,,235.0477917,-70.2280556,HR 5792,,15 40 11.47,-70 13 41.0,A1V,8630,1.61,200,7.0,65,66.33,7.34,78.49,,Y,TYC,WISEA,Simbad
7.608622,235.0425488101467,-70.2292052106508,0.005,0.004,0,5819811360461330688,235.04244794019,0.1447,-70.22923271776,0.1647,-0.2493,0.2497,-7.925,0.287,-6.389,0.339,0,1.42008e+03,1.01720e+01,17.807583,3.36077e+03,3.14144e+02,16.535290,3.24397e+03,3.46647e+02,15.984228,0.551062,,,0,,,,,,235.0477917,-70.2280556,HR 5792,,15 40 11.47,-70 13 41.0,A1V,8630,1.61,200,7.0,65,66.33,7.34,78.49,,Y,TYC,WISEA,Simbad
8.125812,235.0442244964929,-70.2261481021650,0.001,0.001,0,5819811360475122048,235.04422449649,0.7180,-70.22614810217,1.1555,,,,,,,0,5.96229e+02,1.08450e+01,18.749832,,,,,,,,,,0,,,,,,235.0477917,-70.2280556,HR 5792,,15 40 11.47,-70 13 41.0,A1V,8630,1.61,200,7.0,65,66.33,7.34,78.49,,Y,TYC,WISEA,Simbad
3.298261,235.2974121896725,-44.6612093522195,0.010,0.008,90,5989102478619519616,235.29637995907,0.1964,-44.66235296595,0.1468,57.4968,0.2623,-170.525,0.642,-265.613,0.511,1,3.01790e+08,9.87099e+05,4.489103,1.72587e+08,1.52950e+05,4.758869,1.68406e+08,4.55594e+05,4.196023,0.562846,-3.72,0.60,18,6636.50,0.1130,0.0647,1.42,3.531,235.2968333,-44.6620278,g Lup,b,15 41 11.24,-44 39 43.3,F5V,6730,1.27,350,1.1,45,66.43,4.09,17.43,,N,TYC,WISEA,Simbad
0.180236,236.3478266353036,5.4473193291294,0.004,0.003,0,4429351054552356608,236.34793030966,0.0982,5.44729085608,0.0994,9.4849,0.1247,23.970,0.203,-6.613,0.233,0,1.14676e+08,1.30047e+05,5.539684,8.09060e+07,1.81661e+05,5.581436,4.99667e+07,1.88024e+05,5.515218,0.066218,,,0,8930.00,0.4713,0.2440,,,236.347875,5.4473056,HR 5859,,15 45 23.49,+05 26 50.3,A0V,8750,3.42,180,18.8,35,498.44,2.92,113.37,,Y,TYC,WISEA,Simbad
0.341876,236.7686005201883,-35.5103407002072,0.012,0.009,90,6011560759514133760,236.76846226206,0.6225,-35.51045109070,0.2821,7.0195,0.7724,-26.139,0.766,-25.639,0.592,1,3.13203e+07,1.07829e+05,6.948799,2.53460e+07,4.79150e+04,6.841614,1.55265e+07,5.06039e+04,6.784238,0.057376,,,0,9412.00,,,,,236.7685,-35.5103889,HD 140817,,15 47 04.44,-35 30 37.4,A0V,8770,2.49,180,13.7,,,1.75,147.27,,Y,TYC,WISEA,Simbad
9.066835,236.7654845586549,-35.5098249253881,0.007,0.006,90,6011560759514376576,236.76548455865,7.1230,-35.50982492539,5.9455,,,,,,,0,3.03705e+02,7.71121e+00,19.482235,,,,,,,,,,0,,,,,,236.7685,-35.5103889,HD 140817,,15 47 04.44,-35 30 37.4,A0V,8770,2.49,180,13.7,,,1.75,147.27,,Y,TYC,WISEA,Simbad
0.052870,236.7756959725879,-35.5180385240017,0.002,0.001,90,6011549008483608192,236.77559615291,0.0428,-35.51814615648,0.0247,6.7492,0.0502,-18.870,0.103,-24.999,0.066,1,2.19735e+07,6.43692e+03,7.333619,1.59103e+07,1.03436e+04,7.347195,9.22246e+06,1.05415e+04,7.349803,-0.002609,,,0,9675.00,0.0815,0.0405,,,236.7757083,-35.5180278,HD 140840,,15 47 06.17,-35 31 04.9,B9.5V,9380,1.53,200,7.8,80,49.18,3.6,125.78,,Y,TYC,WISEA,Simbad
7.437415,236.7731701124781,-35.5180397648609,0.003,0.002,90,6011549008479412480,236.77316109074,0.0720,-35.51807420514,0.0476,0.5273,0.0915,-1.705,0.196,-7.999,0.135,0,5.11616e+03,1.52248e+01,16.416006,3.88980e+03,1.48078e+02,16.376570,6.05163e+03,1.36848e+02,15.307240,1.069330,,,0,5095.63,,,,,236.7757083,-35.5180278,HD 140840,,15 47 06.17,-35 31 04.9,B9.5V,9380,1.53,200,7.8,80,49.18,3.6,125.78,,Y,TYC,WISEA,Simbad
0.234146,237.0326059002359,-36.0291830258071,0.001,0.001,90,6011475994038502912,237.03247747179,0.0335,-36.02929576201,0.0184,6.0511,0.0391,-24.123,0.085,-26.184,0.051,0,2.73857e+06,6.48614e+02,9.594555,1.54095e+06,1.15040e+03,9.881920,1.71437e+06,1.08375e+03,9.176658,0.705262,,,0,6035.00,0.5335,0.2523,1.56,2.918,237.0325417,-36.0292222,TYC7340-321-1,,15 48 07.81,-36 01 45.2,:F8,6170,1.08,240,1.6,,,3.98,120.97,a,N,TYC,WISEA,Simbad
4.074248,237.0314831876337,-36.0299624923260,0.001,0.000,90,6011475994038502656,237.03148318763,0.5340,-36.02996249233,0.2577,,,,,,,0,1.60010e+03,2.25895e+01,17.677996,,,,,,,,,,0,,,,,,237.0325417,-36.0292222,TYC7340-321-1,,15 48 07.81,-36 01 45.2,:F8,6170,1.08,240,1.6,,,3.98,120.97,a,N,TYC,WISEA,Simbad
0.368542,237.1032520180609,-42.6180580401785,0.001,0.001,90,5989693603556613376,237.10313665556,0.0384,-42.61818776050,0.0217,7.7755,0.0486,-19.717,0.086,-30.129,0.059,0,5.48413e+06,1.32989e+03,8.840597,3.20155e+06,2.56646e+03,9.087988,3.26760e+06,2.86197e+03,8.476349,0.611639,4.99,2.58,6,6508.67,0.4093,0.2167,1.47,3.509,237.1031667,-42.6181389,HD 141011,,15 48 24.76,-42 37 05.3,F5V,6530,1.09,200,2.7,,,1.98,96.33,,Y,TYC,WISEA,Simbad
7.800020,237.1026852076006,-42.6160013967929,0.011,0.006,90,5989693603543911808,237.10265618206,0.3388,-42.61601439944,0.1768,-0.4354,0.3943,-4.961,0.695,-3.020,0.405,0,5.65809e+02,2.49979e+00,18.806690,4.23766e+02,2.22856e+01,18.783573,6.89721e+02,2.47046e+01,17.665237,1.118336,,,0,,,,,,237.1031667,-42.6181389,HD 141011,,15 48 24.76,-42 37 05.3,F5V,6530,1.09,200,2.7,,,1.98,96.33,,Y,TYC,WISEA,Simbad
9.076854,237.1039418715412,-42.6205948752426,0.014,0.010,90,5989693603542458624,237.10394820043,0.4294,-42.62061070478,0.3231,0.3408,0.6036,1.082,0.900,-3.677,0.636,0,3.28655e+02,1.47585e+00,19.396517,2.55521e+02,2.46709e+01,19.332823,5.11772e+02,3.17400e+01,17.989227,1.343596,,,0,,,,,,237.1031667,-42.6181389,HD 141011,,15 48 24.76,-42 37 05.3,F5V,6530,1.09,200,2.7,,,1.98,96.33,,Y,TYC,WISEA,Simbad
