angDist,JNAME,ra,dec,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,_RAJ2000,_DEJ2000
3.136427,J032926.26+522140.0,52.359442,+52.361112,0.774,0.711,123,16.489,16.719,12.387,9.201,,,,0.121,,,,,,,517153001241004236,0000,0,0nnn,BUUU,,52.3606858181811,27.4438151089961
3.833271,J032953.43+522817.7,52.472627,+52.471585,0.709,0.628,119,16.173,16.203,12.600,9.233,,,,0.111,,,,,,,517153001241003959,0000,0,0nnn,BUUU,,52.4726492707435,27.6920962020612
3.883132,J032455.93+511359.9,51.233043,+51.233323,0.169,0.166,111,14.335,14.599,12.450,9.139,14.958,14.487,14.397,0.034,0.075,,,0.044,0.065,0.083,500151401241021083,0000,0,00nn,AAUU,0.045,51.2341493029295,26.9133711813796
3.744357,J032533.81+512332.6,51.390907,+51.392399,0.346,0.309,110,15.293,15.850,12.302,8.781,16.208,15.517,15.521,0.057,0.212,,,0.106,0.169,0.211,524151401241032081,0000,0,1nnn,ABUU,0.318,51.391407239688,27.0497493521951
3.060694,J032557.76+512925.0,51.490685,+51.490301,0.230,0.213,125,15.091,15.518,12.855,9.214,15.696,15.203,15.134,0.041,0.139,,,0.077,0.107,0.146,524151401241031985,0000,0,1nnn,ABUU,0.142,51.4897073047671,27.2038063459771
4.870869,J032627.04+513636.8,51.612708,+51.610231,0.459,0.417,127,15.923,16.391,12.401,8.921,,,,0.076,0.315,,0.376,,,,524151401241032540,0000,0,4nnn,ABUC,,51.6106223059582,27.2908589092241
4.224902,J032605.03+513123.3,51.520967,+51.523161,0.632,0.579,122,16.353,16.719,12.596,9.250,16.489,16.468,15.302,0.101,,0.422,,0.144,,,524151401241032819,0000,0,1nnn,AUCU,0.499,51.5227053215779,27.3195086618523
2.237990,J032515.24+511852.6,51.313529,+51.314620,0.900,0.815,117,16.887,16.992,12.451,8.923,,,,0.162,,,,,,,524151401241012990,0000,0,nnnn,BUUU,,51.3141200407009,27.4367448936087
3.815957,J032557.76+512925.0,51.490685,+51.490301,0.230,0.213,125,15.091,15.518,12.855,9.214,15.696,15.203,15.134,0.041,0.139,,,0.077,0.107,0.146,524151401241031985,0000,0,1nnn,ABUU,0.142,51.4895249804532,27.5767742547645
4.957822,J032820.47+520516.0,52.085293,+52.087791,0.091,0.088,175,12.267,12.289,12.273,8.947,12.867,12.524,12.442,0.024,0.027,0.327,,0.026,0.030,0.026,524151401241051338,0000,0,00nn,AABU,0.148,52.0867376744086,27.6194979272591
4.542092,J032738.12+515440.3,51.908862,+51.911210,0.169,0.162,144,14.366,14.531,12.376,7.925,15.585,14.896,14.741,0.034,0.088,0.492,0.163,0.077,0.083,0.097,524151401241036122,0000,0,01nn,AACB,0.086,51.9107901931158,27.7714738500613
4.246584,J032815.77+520403.5,52.065735,+52.067646,0.909,0.812,113,16.770,16.819,12.700,9.271,,,,0.145,0.497,,,,,,524151401241052642,0000,0,1nnn,BCUU,,52.0676534888565,27.944902896601
2.532996,J032627.48+513652.9,51.614514,+51.614721,0.224,0.211,123,14.813,14.950,12.177,9.276,15.531,14.929,14.864,0.043,0.087,0.276,,0.064,0.079,0.114,524151401241031930,0000,0,01nn,AABU,0.209,51.6152539803053,27.7853504655718
4.407202,J032658.05+514439.0,51.741910,+51.744176,0.640,0.578,115,16.449,16.655,12.867,9.169,,,,0.101,0.397,,,,,,524151401241037214,0000,0,3nnn,ACUU,,51.7437828460839,27.9038978147165
1.731355,J032607.39+513149.8,51.530829,+51.530527,0.529,0.486,126,16.112,16.607,12.770,8.945,,,,0.083,,0.500,,,,,524151401241032562,0000,0,3nnn,AUCU,,51.5302260074032,27.9865516667751
4.282181,J032622.03+513537.6,51.591812,+51.593784,0.722,0.650,115,16.477,16.586,12.340,9.162,,,,0.114,,,,,,,524151401241033049,0000,0,0nnn,BUUU,,51.5937242185759,28.1862080636515
3.791380,J032744.50+515612.5,51.935444,+51.936822,0.250,0.237,135,15.066,15.385,12.426,9.208,15.892,15.486,15.168,0.045,0.164,,,0.097,0.136,0.148,524151401241036432,0000,0,0nnn,ABUU,0.119,51.9370942060486,28.0916428696394
1.854749,J032843.75+521058.3,52.182332,+52.182879,0.194,0.181,123,14.650,14.670,12.789,9.167,16.046,15.429,14.929,0.037,0.077,,,0.106,0.127,0.121,524151401241051787,0000,0,00nn,AAUU,0.230,52.1823646333417,28.169425362922
2.409619,J032831.21+520751.4,52.130042,+52.130946,0.125,0.117,150,13.607,13.642,12.086,9.032,14.297,13.988,13.734,0.027,0.044,,,0.037,0.052,0.049,524151401241051505,0000,0,nnnn,AAUU,0.171,52.1311024573659,28.4065912564598
3.705105,J031553.11+485810.8,48.971320,+48.969692,0.110,0.108,147,13.325,13.373,12.483,9.056,13.860,13.511,13.402,0.026,0.036,,,0.026,0.034,0.035,494148401241048463,0000,0,00nn,AAUU,0.060,48.9706090913446,26.487161206737
4.736227,J031545.08+485608.0,48.937869,+48.935563,0.498,0.454,123,16.178,16.214,12.632,9.130,16.545,17.716,15.729,0.080,0.256,,,0.154,,0.220,494148401241049500,0000,0,0nnn,ABUU,1.303,48.9359589674823,26.4806683278285
2.046600,J031622.99+490546.0,49.095806,+49.096133,0.612,0.548,118,16.389,16.558,12.726,9.277,,,,0.095,,,,,,,494148401241049164,0000,0,0nnn,AUUU,,49.0955837699723,26.6431614313918
4.888033,J031512.86+484821.5,48.803596,+48.805991,0.204,0.187,121,14.847,14.951,12.448,9.217,15.442,14.972,14.910,0.038,0.091,0.384,,0.062,0.080,0.106,494148401241033554,0000,0,00nn,AACU,0.186,48.8055412295386,26.719945139349
2.233039,J031535.19+485351.4,48.896628,+48.897614,0.733,0.649,115,16.830,16.351,11.976,8.709,,,,0.131,0.274,0.231,,,,,494148401241034422,0000,0,1nnn,BBBU,,48.8970640289144,26.8325090144178
3.378591,J031844.00+494056.6,49.683356,+49.682392,0.701,0.620,119,16.089,16.812,12.021,9.126,16.139,15.711,15.634,0.108,,,,0.107,0.157,0.236,487149901241019302,0000,0,0nnn,AUUU,0.563,49.6833304748297,26.8942989751357
2.054531,J032032.99+500811.4,50.137472,+50.136521,0.202,0.189,115,14.809,15.104,12.745,9.100,15.679,14.827,14.770,0.039,0.106,,,0.068,0.081,0.097,510149901241032196,0000,0,11nn,AAUU,0.441,50.1365876703561,27.3913042765592
4.342931,J031732.94+492318.4,49.387258,+49.388460,0.323,0.304,117,15.485,15.907,12.485,8.828,16.047,15.645,15.430,0.056,0.211,,,0.088,0.141,0.200,487149901241002973,0000,0,1nnn,ABUU,0.147,49.3872539113523,27.202070227909
4.787465,J031801.85+493032.6,49.507721,+49.509081,1.031,0.925,115,16.442,16.138,12.368,9.113,,,,0.173,,,,,,,487149901241019597,0000,0,nnnn,BUUU,,49.5077514188549,27.4993627711041
4.841907,J031854.04+494323.8,49.725208,+49.723301,0.349,0.324,116,15.258,15.385,12.405,9.036,16.321,15.649,15.421,0.060,0.175,,,0.116,0.137,0.187,487149901241018914,0000,0,1nnn,ABUU,0.680,49.7231419196096,27.7484573584689
4.072189,J031412.60+483316.0,48.552503,+48.554452,0.526,0.477,122,15.991,16.040,12.508,9.299,16.758,16.098,15.935,0.087,0.242,0.389,,0.161,0.200,0.248,494148401241029497,0000,0,0nnn,ABCU,0.653,48.5541504787543,26.7634198584294
4.438508,J031355.65+482850.3,48.481875,+48.480657,0.279,0.259,115,14.708,14.753,12.309,9.111,15.174,14.962,14.558,0.053,0.083,,,0.044,0.066,0.082,494148401241029047,0000,0,11nn,AAUU,0.225,48.481890336337,27.5509466798085
3.838382,J031437.80+483927.1,48.657521,+48.657535,0.228,0.210,128,14.839,15.008,11.912,9.209,16.002,15.073,14.884,0.042,0.099,0.233,,0.093,0.070,0.099,494148401241031020,0000,0,00nn,AABU,0.111,48.6584207399541,27.4885622644601
0.328455,J031437.80+483927.1,48.657521,+48.657535,0.228,0.210,128,14.839,15.008,11.912,9.209,16.002,15.073,14.884,0.042,0.099,0.233,,0.093,0.070,0.099,494148401241031020,0000,0,00nn,AABU,0.111,48.6574552517029,27.5046227787581
4.591076,J031313.61+481818.0,48.306727,+48.305025,0.266,0.246,123,15.057,15.131,12.703,8.672,16.038,15.164,15.164,0.048,0.112,,,0.094,0.087,0.127,472148401241021386,0000,0,11nn,ABUU,0.428,48.3048321152218,27.5178590294911
1.495321,J031259.84+481459.9,48.249357,+48.249992,0.760,0.706,126,16.642,16.254,12.460,8.670,,,,0.121,,,,,,,472148401241019856,0000,0,2nnn,BUUU,,48.2499802981551,27.5626519006206
4.611217,J031321.75+482028.2,48.340666,+48.341170,0.317,0.295,112,15.627,15.292,12.589,8.734,,,,0.056,0.120,,,,,,472148401241021552,dd00,0,11nn,ABUU,,48.3399743110786,27.6405246086695
0.973915,J031627.22+490647.9,49.113445,+49.113325,1.043,0.912,116,16.934,16.382,12.638,8.670,,,,0.168,,0.532,,,,,494148401241049316,0000,0,nnnn,BUCU,,49.1131414513945,27.6188302152943
4.949640,J031539.73+485456.6,48.915563,+48.915732,0.228,0.213,126,15.009,15.074,12.166,8.963,15.602,15.245,15.410,0.042,0.104,0.296,0.403,0.072,0.098,0.171,494148401241033530,0000,0,11nn,AABC,0.883,48.9145350270894,27.599472287949
3.334401,J031852.53+494311.4,49.718896,+49.719860,0.230,0.222,111,14.869,15.407,12.267,9.148,15.711,15.117,14.904,0.042,0.160,,,0.075,0.086,0.125,487149901241018794,0000,0,00nn,ABUU,0.088,49.7202172556282,28.0736918556734
3.742409,J031731.65+492301.7,49.381910,+49.383815,0.611,0.559,107,16.160,16.552,12.482,9.235,16.433,16.070,16.091,0.104,0.386,,,0.131,,,487149901241003286,0000,0,1nnn,ACUU,0.280,49.3832615698151,28.2381483837738
3.284499,J032226.88+503637.6,50.612037,+50.610466,0.818,0.705,110,16.651,16.101,11.887,8.595,,,,0.135,,0.241,,,,,510149901241050029,0000,0,0nnn,BUBU,,50.6106204930963,27.9365352847953
4.367736,J032210.44+503240.4,50.543514,+50.544556,0.245,0.228,124,15.162,15.263,12.392,8.706,15.916,15.188,14.978,0.045,0.122,,,0.072,0.094,0.105,510149901241049150,0000,0,0nnn,ABUU,0.274,50.5433474036288,27.9229196286032
2.403628,J032613.26+513323.3,51.555260,+51.556484,0.160,0.157,126,14.234,14.308,12.251,9.175,15.009,14.768,14.458,0.033,0.058,,,0.045,0.076,0.084,524151401241031747,0000,1,11nn,AAUU,0.527,51.5560009036229,28.1806892020193
4.536149,J032607.39+513149.8,51.530829,+51.530527,0.529,0.486,126,16.112,16.607,12.770,8.945,,,,0.083,,0.500,,,,,524151401241032562,0000,0,3nnn,AUCU,,51.5295498762646,28.6418217123287
3.350345,J032334.97+505343.4,50.895710,+50.895404,0.307,0.280,114,15.217,15.649,12.551,9.009,16.306,15.545,15.232,0.053,0.182,,,0.104,0.147,0.149,500151401241000774,0000,0,0nnn,ABUU,0.058,50.8962663566127,28.402205055164
3.479720,J032430.72+510734.3,51.128010,+51.126216,0.135,0.128,144,13.879,14.126,12.272,9.029,14.670,14.094,13.958,0.029,0.055,,,0.033,0.047,0.056,500151401241020849,0000,0,00nn,AAUU,0.189,51.1268554476049,28.6132948327566
0.692854,J032317.55+504922.8,50.823134,+50.823025,1.327,1.227,120,17.164,16.871,12.518,9.084,,,,0.203,,,,,,,500151401241001809,0000,0,nnnn,BUUU,,50.8229009713026,28.6291849415238
2.160480,J032346.44+505633.1,50.943530,+50.942540,0.727,0.641,113,16.481,16.358,12.502,8.990,,,,0.112,,,,,,,500151401241001358,0000,0,1nnn,BUUU,,50.9425796954514,28.9265453237941
2.754508,J032418.09+510429.0,51.075397,+51.074746,0.365,0.329,121,15.565,15.946,12.184,9.057,,,,0.061,0.262,,,,,,500151401241022210,0000,0,1nnn,ABUU,,51.0743525054387,29.0409615647552
1.888751,J032418.09+510429.0,51.075397,+51.074746,0.365,0.329,121,15.565,15.946,12.184,9.057,,,,0.061,0.262,,,,,,500151401241022210,0000,0,1nnn,ABUU,,51.0745964525908,29.0492344046553
2.021614,J032032.99+500811.4,50.137472,+50.136521,0.202,0.189,115,14.809,15.104,12.745,9.100,15.679,14.827,14.770,0.039,0.106,,,0.068,0.081,0.097,510149901241032196,0000,0,11nn,AAUU,0.441,50.1369895135601,28.8207792219505
1.800797,J031840.15+494005.5,49.667331,+49.668203,0.126,0.121,134,13.569,13.363,12.228,9.233,14.504,13.896,13.592,0.030,0.037,,,0.036,0.040,0.041,487149901241018398,0000,0,00nn,AAUU,0.308,49.6678121343822,28.7381948100862
1.541907,J032039.37+500947.8,50.164073,+50.163301,0.367,0.337,121,15.759,15.764,12.784,9.015,15.999,15.562,15.426,0.062,0.180,,,0.082,0.128,0.162,510149901241032466,hh00,0,0nnn,ABUU,0.384,50.1634417794082,28.9999224165678
4.086966,J032119.68+501948.6,50.332008,+50.330188,0.475,0.441,122,15.942,16.809,12.305,8.992,16.760,16.326,15.875,0.076,,,,0.155,0.271,0.228,510149901241031912,0000,0,2nnn,AUUU,0.801,50.3311982957995,28.9275166015888
3.526395,J032430.72+510734.3,51.128010,+51.126216,0.135,0.128,144,13.879,14.126,12.272,9.029,14.670,14.094,13.958,0.029,0.055,,,0.033,0.047,0.056,500151401241020849,0000,0,00nn,AAUU,0.189,51.1265335133588,29.433867579536
3.928895,J032357.16+505916.6,50.988173,+50.987962,0.222,0.206,124,15.072,15.016,12.443,8.909,15.743,15.327,14.851,0.041,0.099,,,0.076,0.118,0.122,500151401241000764,0000,0,10nn,AAUU,0.209,50.9889405836923,29.3826617139973
2.894893,J032152.02+502800.0,50.466791,+50.466690,0.148,0.140,135,14.095,14.133,11.710,9.075,14.640,14.291,14.002,0.031,0.055,0.188,,0.031,0.050,0.047,510149901241048760,0000,0,11nn,AABU,0.083,50.4660422341697,29.2300168202343
4.943012,J032317.55+504922.8,50.823134,+50.823025,1.327,1.227,120,17.164,16.871,12.518,9.084,,,,0.203,,,,,,,500151401241001809,0000,0,nnnn,BUUU,,50.8218961776644,29.6388583853932
3.124546,J033347.91+532654.4,53.449639,+53.448465,0.261,0.241,77,14.829,15.132,12.206,8.669,16.295,15.013,14.832,0.047,0.119,,,0.106,0.067,0.100,542153001241034112,0000,0,nnnn,ABUU,0.504,53.4482342649811,27.3474130700234
4.024306,J033435.22+533841.4,53.646784,+53.644860,0.672,0.593,107,18.387,17.047,11.058,8.738,,,,,,0.107,0.329,,,,542153001241053209,0000,0,nn0n,UUAB,,53.6448997393023,27.6769015334368
4.918879,J033320.34+532006.3,53.334775,+53.335094,0.606,0.552,130,16.250,16.424,12.626,9.182,,,,0.094,,,,,,,542153001241035233,0000,0,1nnn,AUUU,,53.3361751380602,27.6898398366791
3.170487,J033344.57+532613.6,53.435738,+53.437136,0.396,0.359,117,16.373,14.667,11.113,8.688,,,,0.102,0.081,0.111,,,,,542153001241034724,0000,0,201n,AABU,,53.4363286094655,27.9162438063831
4.327087,J033405.77+533120.5,53.524063,+53.522385,0.113,0.107,41,12.557,12.504,11.265,8.577,13.492,12.995,12.794,0.030,0.029,0.121,,0.031,0.037,0.032,542153001241052772,d000,0,01nn,AABU,0.138,53.5235473168445,27.9783921314861
3.838188,J033520.41+535012.1,53.835052,+53.836712,0.424,0.380,122,15.756,15.588,12.296,8.781,16.942,15.967,15.783,0.072,0.187,0.322,,0.183,0.180,0.232,536154501241005859,0000,0,0nnn,ABBU,0.556,53.8368451785755,28.1925235540482
4.220388,J033324.02+532107.6,53.350085,+53.352139,0.347,0.317,127,15.617,16.536,12.557,9.203,16.623,15.847,15.480,0.057,0.447,,,0.135,0.145,0.165,542153001241034868,0000,0,0nnn,ACUU,0.317,53.3511557984431,27.8977792855051
2.519431,J033347.48+532648.2,53.447834,+53.446724,0.228,0.207,70,14.631,14.825,12.852,8.958,15.758,15.220,15.024,0.041,0.092,,,0.082,0.105,0.123,542153001241034111,0000,0,nnnn,AAUU,0.514,53.4473659898748,28.5486156688003
3.879289,J033334.12+532337.5,53.392178,+53.393763,0.075,0.072,177,9.814,9.857,9.748,8.754,11.446,10.436,10.068,0.023,0.021,0.042,,0.024,0.031,0.019,542153001241033361,0000,0,111n,AAAU,0.010,53.393955557799,28.5090751775112
3.888835,J033741.93+542522.9,54.424715,+54.423041,0.111,0.109,139,12.861,12.963,12.043,8.922,14.475,13.453,13.047,0.026,0.039,,,0.029,0.035,0.029,536154501241023225,0000,0,10nn,AAUU,0.061,54.4240501697336,28.5688689910561
1.534987,J033614.88+540343.8,54.062018,+54.062179,0.188,0.183,72,14.535,14.415,11.846,8.687,15.958,15.524,14.832,0.037,0.072,0.208,,0.109,0.129,0.108,536154501241019138,0000,0,nnnn,AABU,0.271,54.0624986506685,28.6902711599089
3.385997,J033702.02+541536.5,54.258436,+54.260147,0.678,0.613,113,16.824,17.029,12.753,9.215,,,,0.127,,,,,,,536154501241020773,0000,0,1nnn,BUUU,,54.2600348704675,28.7689733061059
1.592384,J033049.77+524227.0,52.707391,+52.707507,0.078,0.071,10,10.198,10.207,10.271,9.257,10.551,10.371,10.292,0.022,0.021,0.060,,0.022,0.028,0.026,517153001241020789,0000,0,000n,AAAU,0.057,52.7078508294454,28.0664652435786
4.455746,J033122.72+525049.5,52.844704,+52.847090,0.312,0.286,116,15.360,15.821,12.059,9.000,16.267,15.738,15.382,0.054,0.215,0.259,0.407,0.097,0.138,0.135,517153001241024520,0000,0,1nnn,ABBC,0.038,52.8463646631363,28.124699422484
4.453170,J033122.72+525049.5,52.844704,+52.847090,0.312,0.286,116,15.360,15.821,12.059,9.000,16.267,15.738,15.382,0.054,0.215,0.259,0.407,0.097,0.138,0.135,517153001241024520,0000,0,1nnn,ABBC,0.038,52.8465314866475,28.3582890156622
2.928399,J033221.02+530519.9,53.087600,+53.088884,0.296,0.281,134,15.243,15.803,12.049,8.905,16.132,15.640,15.670,0.051,0.233,,,0.089,0.137,0.173,542153001241032033,h000,0,5nnn,ABUU,0.411,53.0881377024049,28.581519699722
4.939232,J033236.58+530900.4,53.152423,+53.150122,0.101,0.097,164,12.736,12.814,12.455,8.951,13.617,13.112,12.887,0.024,0.033,,,0.028,0.032,0.026,542153001241031350,0000,0,00nn,AAUU,0.051,53.1513256935695,28.6888596439092
4.371110,J033157.30+525924.7,52.988756,+52.990212,0.915,0.821,118,17.219,17.112,12.134,9.187,,,,0.190,,,,,,,517153001241024651,0h00,0,nnnn,BUUU,,52.9890077410449,28.8241506018459
3.810149,J032931.56+522252.7,52.381523,+52.381307,0.245,0.236,122,15.092,15.874,12.600,9.217,16.240,15.180,15.763,0.044,0.238,,,0.109,,,517153001241003263,0000,0,0nnn,ABUU,1.873,52.3822640025779,28.4724515517598
4.359367,J032953.43+522817.7,52.472627,+52.471585,0.709,0.628,119,16.173,16.203,12.600,9.233,,,,0.111,,,,,,,517153001241003959,0000,0,0nnn,BUUU,,52.4727913562157,28.8701213573898
3.668803,J033003.29+523042.7,52.513731,+52.511889,0.205,0.198,101,14.613,15.351,12.714,9.046,15.457,14.987,14.776,0.038,0.158,,,0.063,0.085,0.106,517153001241002920,0000,0,nnnn,ABUU,0.136,52.5126837056879,29.0241161667285
4.942222,J033324.02+532107.6,53.350085,+53.352139,0.347,0.317,127,15.617,16.536,12.557,9.203,16.623,15.847,15.480,0.057,0.447,,,0.135,0.145,0.165,542153001241034868,0000,0,0nnn,ACUU,0.317,53.3523563864408,28.7540054710865
3.237286,J033433.82+533824.0,53.640919,+53.640013,0.368,0.334,115,15.926,15.869,10.890,8.962,,,,0.070,0.188,0.092,0.411,,,,542153001241052898,0000,0,1n0n,ABAC,,53.6395847492344,28.8644097783601
3.128264,J033455.49+534351.6,53.731224,+53.731017,0.321,0.301,123,15.665,15.681,12.072,9.054,,,,0.057,0.150,0.234,0.409,,,,542153001241052970,0000,0,1nnn,ABBC,,53.730328403551,29.1368503672811
3.925437,J033435.22+533841.4,53.646784,+53.644860,0.672,0.593,107,18.387,17.047,11.058,8.738,,,,,,0.107,0.329,,,,542153001241053209,0000,0,nn0n,UUAB,,53.6457690719352,29.3583091195532
4.919386,J033227.15+530644.7,53.113161,+53.112431,0.914,0.846,120,17.045,17.007,12.223,8.931,,,,0.178,,,,,,,542153001241032915,0000,0,2nnn,BUUU,,53.113751029525,29.4569809121236
3.584956,J033233.12+530811.5,53.138039,+53.136539,0.295,0.242,71,14.739,14.920,12.162,8.633,15.520,14.907,14.681,0.054,0.113,,,0.055,0.073,0.084,542153001241031543,0000,0,nnnn,ABUU,0.282,53.1363959556072,29.4816557683557
4.740357,J033400.21+532955.5,53.500896,+53.498752,0.154,0.148,127,14.262,14.157,11.147,8.663,15.527,14.751,14.522,0.034,0.049,0.109,0.306,0.061,0.065,0.081,542153001241053597,0h00,0,201n,AABB,0.673,53.4999390803072,29.4880609818324
3.641450,J033420.95+533521.2,53.587325,+53.589224,0.151,0.144,129,14.073,14.075,11.314,8.687,15.091,14.479,14.288,0.033,0.049,0.128,0.310,0.040,0.059,0.061,542153001241051981,0000,0,100n,AABB,0.144,53.5889775921282,29.5805490808622
2.377321,J033929.14+545212.3,54.871418,+54.870101,0.382,0.346,120,15.663,15.542,12.345,8.646,,,,0.064,0.182,0.495,,,,,536154501241044902,0000,0,1nnn,ABCU,,54.8704874391388,28.667481328654
2.331106,J034008.57+550204.8,55.035728,+55.034670,0.084,0.083,3,11.950,11.948,12.334,8.680,13.565,12.613,12.240,0.024,0.024,,,0.028,0.030,0.026,561154501241054152,0000,0,11nn,AAUU,0.240,55.0352590719176,28.8429698498864
4.225322,J034001.12+550009.9,55.004699,+55.002751,0.132,0.129,120,14.062,14.054,12.415,9.215,15.156,14.536,14.202,0.030,0.047,0.375,,0.055,0.072,0.075,561154501241054530,0000,0,11nn,AACU,0.170,55.0038073697966,28.9643432809727
1.883043,J033838.58+543940.2,54.660778,+54.661174,0.105,0.103,17,12.890,12.915,11.707,9.198,13.784,13.256,13.070,0.025,0.036,0.203,,0.027,0.034,0.034,536154501241023226,0000,0,11nn,AABU,0.151,54.6606555722962,29.0136338685248
3.439194,J034039.12+550940.0,55.163012,+55.161112,0.184,0.171,102,14.405,14.525,12.557,9.210,15.697,14.951,14.566,0.036,0.077,,,0.083,0.102,0.106,561154501241054573,0000,0,11nn,AAUU,0.117,55.1617157591209,29.0900410733206
4.667696,J034121.61+552033.5,55.340068,+55.342651,0.954,0.859,110,17.299,16.855,11.594,8.517,,,,0.253,,0.176,0.287,,,,559156001241009263,0000,0,nnnn,BUBB,,55.3422152856695,29.2055388587733
3.340342,J034008.57+550204.8,55.035728,+55.034670,0.084,0.083,3,11.950,11.948,12.334,8.680,13.565,12.613,12.240,0.024,0.024,,,0.028,0.030,0.026,561154501241054152,0000,0,11nn,AAUU,0.240,55.0342685276385,29.3054187723473
4.007704,J033721.95+542033.2,54.341476,+54.342566,0.218,0.201,132,14.764,15.054,12.413,9.183,15.712,15.251,15.023,0.039,0.125,,,0.082,0.113,0.138,536154501241019286,0000,0,00nn,ABUU,0.297,54.3431261324932,29.1819392841268
3.766497,J033741.93+542522.9,54.424715,+54.423041,0.111,0.109,139,12.861,12.963,12.043,8.922,14.475,13.453,13.047,0.026,0.039,,,0.029,0.035,0.029,536154501241023225,0000,0,10nn,AAUU,0.061,54.4240020998458,29.5484518950227
1.242796,J033812.12+543259.5,54.550528,+54.549888,0.678,0.595,125,16.380,16.487,12.677,8.906,,,,0.109,,,,,,,536154501241024849,0000,0,0nnn,AUUU,,54.5499395291323,29.632642495989
4.858007,J033815.37+543357.9,54.564053,+54.566093,0.662,0.607,118,16.333,16.887,12.238,8.727,,,,0.103,,,,,,,536154501241024674,0000,0,1nnn,AUUU,,54.5648186614211,29.7058749440477
1.859918,J033831.58+543750.1,54.631617,+54.630610,0.181,0.172,115,14.392,14.687,12.767,9.139,15.825,15.051,14.636,0.035,0.116,,,0.073,0.078,0.070,536154501241023656,0000,0,00nn,ABUU,0.400,54.6307661860037,29.7198989749402
4.169401,J033845.23+544125.5,54.688464,+54.690430,0.623,0.570,125,16.267,16.959,12.046,8.924,,,,0.101,,0.262,,,,,536154501241045066,0D00,0,2nnn,AUBU,,54.6894084859833,29.8268657183976
2.683580,J034126.79+552145.9,55.361664,+55.362768,0.340,0.312,116,15.555,16.688,11.703,8.521,,,,0.059,0.463,0.192,0.262,,,,559156001241008510,0000,0,0nnn,ACBB,,55.3620567776721,29.6280471432077
4.256159,J034131.99+552257.6,55.383304,+55.382671,0.999,0.880,108,17.447,17.080,11.430,9.311,,,,0.229,,0.151,,,,,559156001241009257,0000,0,nn2n,BUBU,,55.3818338201125,29.6801309902979
4.656451,J034137.25+552426.6,55.405236,+55.407407,0.102,0.100,10,12.868,12.866,11.230,9.103,13.922,13.513,13.206,0.025,0.035,0.121,0.435,0.029,0.040,0.038,559156001241007303,0000,0,11nn,AABC,0.217,55.4062480924981,29.7800492093771
